title,kind,authors,day,time,session
On Importance Sampling-Based Evaluation of Latent Language Models,Short,"Robert L Logan IV, Matt Gardner and Sameer Singh",2020/07/06,,
"SMART: Robust and Efﬁcient Fine-Tuning for Pre-trained Natural Lan- guage Models through Principled Regularized Optimization Haoming Jiang, Pengcheng He, Weizhu Chen, Xiaodong Liu, Jianfeng Gao and Tuo",Long,Zhao,2020/07/06,,
Stolen Probability: A Structural Weakness of Neural Language Models,Short,"David Demeter, Gregory Kimmel and Doug Downey",2020/07/06,,
"Taxonomy Construction of Unseen Domains via Graph-based Cross- Domain Knowledge Transfer Chao Shang, Sarthak Dash, Md. Faisal Mahbub Chowdhury, Nandana Mihinduku-",Long,lasooriya and Alﬁo Gliozzo,2020/07/06,,
To Pretrain or Not to Pretrain: Examining the Beneﬁts of Pretrainng on Resource Rich Tasks,Short,"Sinong Wang, Madian Khabsa and Hao Ma",2020/07/06,,
Why Overﬁtting Isn’t Always Bad: Retroﬁtting Cross-Lingual Word Embed- dings to Dictionaries,Short,"Mozhi Zhang, Yoshinari Fujinuma, Michael J. Paul and Jordan Boyd-Graber",2020/07/06,,
XtremeDistil: Multi-stage Distillation for Massive Multilingual Models,Long,Subhabrata Mukherjee and Ahmed Hassan Awadallah,2020/07/06,,
ENGINE: Energy-Based Inference Networks for Non-Autoregressive Ma- chine Translation,Short,"Lifu Tu, Richard Yuanzhe Pang, Sam Wiseman and Kevin Gimpel",2020/07/06,20:00–21:00,Session 5A Machine Translation-6
Improving Non-autoregressive Neural Machine Translation with Monolin- gual Data,Short,Jiawei Zhou and Phillip Keung,2020/07/06,20:00–21:00,Session 5A Machine Translation-6
"Leveraging Monolingual Data with Self-Supervision for Multilingual Neu- ral Machine Translation Aditya Siddhant, Ankur Bapna, Yuan Cao, Orhan Firat, Mia Chen, Sneha",Short,"Kudugunta, Naveen Arivazhagan and Yonghui Wu",2020/07/06,20:00–21:00,Session 5A Machine Translation-6
Location Attention for Extrapolation to Longer Sequences,Long,"Yann Dubois, Gautier Dagan, Dieuwke Hupkes and Elia Bruni",2020/07/06,20:00–21:00,Session 5A Machine Translation-6
On The Evaluation of Machine Translation SystemsTrained With Back- Translation,Long,"Sergey Edunov, Myle Ott, Marc’Aurelio Ranzato and Michael Auli",2020/07/06,20:00–21:00,Session 5A Machine Translation-6
Opportunistic Decoding with Timely Correction for Simultaneous Transla- tion,Short,"Renjie Zheng, Mingbo Ma, Baigong Zheng, Kaibo Liu and Liang Huang",2020/07/06,20:00–21:00,Session 5A Machine Translation-6
"Simultaneous Translation Policies: From Fixed to Adaptive Baigong Zheng, Kaibo Liu, Renjie Zheng, Mingbo Ma, Hairong Liu and Liang",Short,Huang,2020/07/06,20:00–21:00,Session 5A Machine Translation-6
Can We Predict New Facts with Open Knowledge Graph Embeddings? A Benchmark for Open Link Prediction,Long,"Samuel Broscheit, Kiril Gashteovski, Yanjie Wang and Rainer Gemulla",2020/07/06,20:00–21:00,Session 5A Speech and Multimodality-2
"Decomposing Generalization: Models of Generic, Habitual and Episodic Statements",TACL,"Venkata Subrahmanyan Govindarajan, Benjamin Van Durme, Aaron Steven White",2020/07/06,20:00–21:00,Session 5A Speech and Multimodality-2
INFOTABS: Inference on Tables as Semi-structured Data,Long,"Vivek Gupta, Maitrey Mehta, Pegah Nokhiz and Vivek Srikumar",2020/07/06,20:00–21:00,Session 5A Speech and Multimodality-2
Inherent Disagreements in Human Textual Inferences,TACL,"Ellie Pavlick, Tom Kwiatkowski",2020/07/06,20:00–21:00,Session 5A Speech and Multimodality-2
Interactive Machine Comprehension with Information Seeking Agents,Long,"Xingdi Yuan, Jie Fu, Marc-Alexandre Côté, Yi Tay, Chris Pal and Adam Trischler",2020/07/06,20:00–21:00,Session 5A Speech and Multimodality-2
Syntactic Data Augmentation Increases Robustness to Inference Heuristics,Short,"Junghyun Min, R. Thomas McCoy, Dipanjan Das, Emily Pitler and Tal Linzen",2020/07/06,20:00–21:00,Session 5A Speech and Multimodality-2
"Acoustic-Prosodic and Lexical Cues to Deception and Trust: Deciphering How People Detect Lies Xi (Leslie) Chen, Sarah Ita Levitan, Michelle Levine, Marko Mandic, and Julia",TACL,Hirschberg,2020/07/06,20:00–21:00,Session 5A Speech and Multimodality-2
Improved Speech Representations with Multi-Target Autoregressive Predic- tive Coding,Short,Yu-An Chung and James Glass,2020/07/06,20:00–21:00,Session 5A Speech and Multimodality-2
"Integrating Multimodal Information in Large Pretrained Transformers Wasifur Rahman, Md Kamrul Hasan, Sangwu Lee, AmirAli Bagher Zadeh,",Long,"Chengfeng Mao, Louis-Philippe Morency and Ehsan Hoque",2020/07/06,20:00–21:00,Session 5A Speech and Multimodality-2
"MultiQT: Multimodal learning for real-time question tracking in speech Jakob D. Havtorn, Jan Latko, Joakim Edin, Lars Maaløe, Lasse Borgholt, Lorenzo",Long,"Belgrano, Nicolai Jacobsen, Regitze Sdun and Željko Agi´c",2020/07/06,20:00–21:00,Session 5A Speech and Multimodality-2
"Multimodal and Multiresolution Speech Recognition with Transformers Georgios Paraskevopoulos, Srinivas Parthasarathy, Aparna Khare and Shiva Sun-",Short,daram,2020/07/06,20:00–21:00,Session 5A Speech and Multimodality-2
Phone Features Improve Speech Translation,Long,Elizabeth Salesky and Alan W Black,2020/07/06,,
"A Formal Hierarchy of RNN Architectures William Merrill, Gail Weiss, Yoav Goldberg, Roy Schwartz, Noah A. Smith and",Long,Eran Yahav,2020/07/06,20:00–21:00,Session 5A Theory and Formalism in NLP (Linguistic and Mathematical)-3
Emergence of Syntax Needs Minimal Supervision,Long,Raphaël Bailly and Kata Gábor,2020/07/06,20:00–21:00,Session 5A Theory and Formalism in NLP (Linguistic and Mathematical)-3
SyntaxGym: An Online Platform for Targeted Evaluation of Language Models,Demo,"Jon Gauthier, Jennifer Hu, Ethan Wilcox, Peng Qian and Roger Levy",2020/07/06,20:45–21:30,"[Demo] Multilingual Universal Sentence Encoder for Semantic Retrieval
Yinfei Yang, Daniel Cer, Amin Ahmad, Mandy Guo, Jax Law, Noah Constant, Gus-
tavo Hernandez Abrego, Steve Yuan, Chris Tar, Yun-hsuan Sung, Brian Strope and
Ray Kurzweil"
A Systematic Assessment of Syntactic Generalization in Neural Language Models,Long,"Jennifer Hu, Jon Gauthier, Peng Qian, Ethan Wilcox and Roger Levy",2020/07/06,21:00–22:00,Session 5B Cognitive Modeling and Psycholinguistics-5
A Tale of Two Perplexities: Sensitivity of Neural Language Models to Lexical Retrieval Deﬁcits in Dementia of the Alzheimer’s Type,Long,Trevor Cohen and Serguei Pakhomov,2020/07/06,21:00–22:00,Session 5B Cognitive Modeling and Psycholinguistics-5
Learning to Understand Child-directed and Adult-directed Speech,Short,"Lieke Gelderloos, Grzegorz Chrupała and Afra Alishahi",2020/07/06,21:00–22:00,Session 5B Cognitive Modeling and Psycholinguistics-5
Overestimation of Syntactic Representation in Neural Language Models,Short,Jordan Kodner and Nitish Gupta,2020/07/06,21:00–22:00,Session 5B Cognitive Modeling and Psycholinguistics-5
Probing Linguistic Systematicity,Long,"Emily Goodwin, Koustuv Sinha and Timothy J. O’Donnell",2020/07/06,21:00–22:00,Session 5B Cognitive Modeling and Psycholinguistics-5
